flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
9,1,0.0,cranking,60.0,1100,5.0,3.786,12.0,29,1.15,0.76,1,1,0x0000,success,,0.0
9,1,1.0,cranking,119.0,2253,10.24,3.774,12.0,36,1.42,0.86,1,1,0x0000,success,,0.0
9,1,2.0,cranking,155.8,3339,15.18,3.782,12.0,38,1.48,0.81,1,1,0x0000,success,,0.0
9,1,3.0,cranking,187.2,4362,19.83,3.789,12.0,45,1.77,0.85,1,1,0x0000,success,,0.0
9,1,4.0,cranking,215.6,5325,24.2,3.781,12.0,48,1.9,0.99,1,1,0x0000,success,,0.0
9,1,5.0,cranking,241.9,6232,28.33,3.79,12.0,49,1.93,1.02,1,1,0x0000,success,,0.0
9,1,6.0,light-up,266.7,7086,32.21,3.795,12.0,55,2.17,0.92,1,1,0x0000,success,,0.0
9,1,7.0,light-up,290.3,7890,35.87,3.803,12.0,58,2.27,0.97,1,1,0x0000,success,,0.0
9,1,8.0,light-up,312.8,8648,39.31,3.789,12.0,63,2.45,1.1,1,1,0x0000,success,,0.0
9,1,9.0,light-up,334.6,9362,42.55,3.803,12.0,71,2.77,1.06,1,1,0x0000,success,,0.0
9,1,10.0,light-up,355.6,10034,45.61,3.809,12.0,72,2.83,1.11,1,1,0x0000,success,,0.0
9,1,11.0,light-up,376.0,10666,48.48,3.798,12.0,78,3.07,1.15,1,1,0x0000,success,,0.0
9,1,12.0,light-up,395.8,11262,51.19,3.811,12.0,79,3.1,1.2,1,1,0x0000,success,,0.0
9,1,13.0,acceleration,415.2,11824,53.74,3.804,12.0,86,3.37,1.15,1,1,0x0000,success,,0.0
9,1,14.0,acceleration,434.1,12352,56.15,3.811,12.0,91,3.55,1.29,1,1,0x0000,success,,0.0
9,1,15.0,acceleration,452.6,12850,58.41,3.815,12.0,92,3.6,1.21,1,1,0x0000,success,,0.0
9,1,16.0,acceleration,470.7,13319,60.54,3.817,12.0,100,3.92,1.29,1,1,0x0000,success,,0.0
9,1,17.0,acceleration,488.5,13760,62.55,3.811,12.0,104,4.07,1.36,1,1,0x0000,success,,0.0
9,1,18.0,acceleration,506.0,14176,64.44,3.811,12.0,106,4.17,1.31,1,1,0x0000,success,,0.0
9,1,19.0,acceleration,523.2,14568,66.22,3.822,12.0,110,4.31,1.35,1,1,0x0000,success,,0.0
9,1,20.0,acceleration,540.1,14936,67.89,3.811,12.0,113,4.42,1.45,1,1,0x0000,success,,0.0
9,1,21.0,acceleration,556.8,15284,69.47,3.831,12.0,118,4.64,1.49,1,1,0x0000,success,,0.0
9,1,22.0,acceleration,573.3,15611,70.96,3.816,12.0,123,4.82,1.51,1,1,0x0000,success,,0.0
9,1,23.0,acceleration,589.5,15919,72.36,3.824,12.0,128,5.02,1.47,1,1,0x0000,success,,0.0
9,1,24.0,acceleration,605.5,16209,73.68,3.827,12.0,131,5.15,1.48,1,1,0x0000,success,,0.0
9,1,25.0,acceleration,621.3,16482,74.92,3.83,12.0,134,5.26,1.59,1,1,0x0000,success,,0.0
9,1,26.0,self-sustaining,636.9,16739,76.09,3.825,12.0,138,5.4,1.52,1,1,0x0000,success,,0.0
9,1,27.0,self-sustaining,652.4,16982,77.19,3.825,12.0,145,5.7,1.61,1,1,0x0000,success,,0.0
