flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
37,1,0.0,cranking,60.0,1100,5.0,3.772,12.6,30,1.18,0.87,1,1,0x0000,success,,0.0
37,1,1.0,cranking,119.0,2253,10.24,3.787,12.6,37,1.46,0.8,1,1,0x0000,success,,0.0
37,1,2.0,cranking,155.8,3339,15.18,3.793,12.6,40,1.56,0.86,1,1,0x0000,success,,0.0
37,1,3.0,cranking,187.2,4362,19.83,3.783,12.6,42,1.64,0.9,1,1,0x0000,success,,0.0
37,1,4.0,cranking,215.6,5325,24.2,3.784,12.6,48,1.89,0.96,1,1,0x0000,success,,0.0
37,1,5.0,cranking,241.9,6232,28.33,3.787,12.6,50,1.95,0.93,1,1,0x0000,success,,0.0
37,1,6.0,light-up,266.7,7086,32.21,3.8,12.6,54,2.11,1.02,1,1,0x0000,success,,0.0
37,1,7.0,light-up,290.3,7890,35.87,3.79,12.6,58,2.26,0.94,1,1,0x0000,success,,0.0
37,1,8.0,light-up,312.8,8648,39.31,3.792,12.6,66,2.61,1.1,1,1,0x0000,success,,0.0
37,1,9.0,light-up,334.6,9362,42.55,3.789,12.6,68,2.65,1.12,1,1,0x0000,success,,0.0
37,1,10.0,light-up,355.6,10034,45.61,3.796,12.6,71,2.79,1.03,1,1,0x0000,success,,0.0
37,1,11.0,light-up,376.0,10666,48.48,3.798,12.6,79,3.09,1.1,1,1,0x0000,success,,0.0
37,1,12.0,light-up,395.8,11262,51.19,3.809,12.6,81,3.18,1.14,1,1,0x0000,success,,0.0
37,1,13.0,acceleration,415.2,11824,53.74,3.813,12.6,87,3.42,1.21,1,1,0x0000,success,,0.0
37,1,14.0,acceleration,434.1,12352,56.15,3.808,12.6,89,3.49,1.23,1,1,0x0000,success,,0.0
37,1,15.0,acceleration,452.6,12850,58.41,3.808,12.6,95,3.71,1.31,1,1,0x0000,success,,0.0
37,1,16.0,acceleration,470.7,13319,60.54,3.816,12.6,96,3.78,1.28,1,1,0x0000,success,,0.0
37,1,17.0,acceleration,488.5,13760,62.55,3.823,12.6,101,3.97,1.32,1,1,0x0000,success,,0.0
37,1,18.0,acceleration,506.0,14176,64.44,3.807,12.6,108,4.22,1.29,1,1,0x0000,success,,0.0
37,1,19.0,acceleration,523.2,14568,66.22,3.816,12.6,109,4.28,1.39,1,1,0x0000,success,,0.0
37,1,20.0,acceleration,540.1,14936,67.89,3.82,12.6,116,4.56,1.35,1,1,0x0000,success,,0.0
37,1,21.0,acceleration,556.8,15284,69.47,3.823,12.6,120,4.72,1.44,1,1,0x0000,success,,0.0
37,1,22.0,acceleration,573.3,15611,70.96,3.815,12.6,125,4.89,1.48,1,1,0x0000,success,,0.0
37,1,23.0,acceleration,589.5,15919,72.36,3.834,12.6,126,4.94,1.46,1,1,0x0000,success,,0.0
37,1,24.0,acceleration,605.5,16209,73.68,3.836,12.6,131,5.12,1.48,1,1,0x0000,success,,0.0
37,1,25.0,acceleration,621.3,16482,74.92,3.837,12.6,134,5.25,1.57,1,1,0x0000,success,,0.0
37,1,26.0,self-sustaining,636.9,16739,76.09,3.833,12.6,140,5.49,1.51,1,1,0x0000,success,,0.0
37,1,27.0,self-sustaining,652.4,16982,77.19,3.834,12.6,146,5.74,1.57,1,1,0x0000,success,,0.0
37,1,28.0,self-sustaining,667.7,17210,78.23,3.832,12.6,149,5.85,1.69,1,1,0x0000,success,,0.0
37,1,29.0,self-sustaining,682.8,17425,79.2,3.832,12.6,151,5.92,1.63,1,1,0x0000,success,,0.0
37,1,30.0,self-sustaining,697.7,17627,80.12,3.835,12.6,156,6.12,1.73,1,1,0x0000,success,,0.0
37,1,31.0,self-sustaining,712.5,17818,80.99,3.835,12.6,160,6.26,1.8,1,1,0x0000,success,,0.0
37,1,32.0,self-sustaining,727.2,17997,81.81,3.851,12.6,163,6.39,1.79,1,1,0x0000,success,,0.0
37,1,33.0,self-sustaining,741.7,18166,82.57,3.852,12.6,170,6.67,1.76,1,1,0x0000,success,,0.0
37,1,34.0,self-sustaining,756.1,18325,83.3,3.857,12.6,172,6.73,1.88,1,1,0x0000,success,,0.0
37,1,35.0,self-sustaining,770.4,18475,83.98,3.848,12.6,177,6.95,1.8,1,1,0x0000,success,,0.0
37,1,36.0,self-sustaining,784.5,18617,84.62,3.855,12.6,180,7.08,1.87,1,1,0x0000,success,,0.0
37,1,37.0,self-sustaining,798.6,18750,85.23,3.856,12.6,188,7.35,1.91,1,1,0x0000,success,,0.0
37,1,38.0,self-sustaining,812.5,18875,85.79,3.865,12.6,189,7.41,1.91,1,1,0x0000,success,,0.0
37,1,39.0,self-sustaining,826.3,18993,86.33,3.86,12.6,196,7.68,1.99,1,1,0x0000,success,,0.0
37,1,40.0,self-sustaining,840.0,19104,86.84,3.857,12.6,197,7.71,2.04,1,1,0x0000,success,,0.0
37,2,40.0,cranking,60.0,1100,5.0,3.789,14.3,31,1.2,0.83,1,1,0x0000,success,,0.33
37,2,41.0,cranking,119.0,2253,10.24,3.791,14.3,32,1.27,0.79,1,1,0x0000,success,,0.33
37,2,42.0,cranking,155.8,3339,15.18,3.784,14.3,39,1.51,0.91,1,1,0x0000,success,,0.33
37,2,43.0,cranking,187.3,4362,19.83,3.79,14.3,44,1.74,0.96,1,1,0x0000,success,,0.33
