flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
45,1,0.0,cranking,60.0,1100,5.0,3.78,11.4,29,1.13,0.82,1,1,0x0000,success,,0.0
45,1,1.0,cranking,119.0,2253,10.24,3.784,11.4,37,1.46,0.86,1,1,0x0000,success,,0.0
45,1,2.0,cranking,155.8,3339,15.18,3.777,11.4,38,1.49,0.85,1,1,0x0000,success,,0.0
45,1,3.0,cranking,187.2,4362,19.83,3.78,11.4,42,1.66,0.85,1,1,0x0000,success,,0.0
45,1,4.0,cranking,215.6,5325,24.2,3.788,11.4,47,1.83,0.87,1,1,0x0000,success,,0.0
45,1,5.0,cranking,241.9,6232,28.33,3.79,11.4,53,2.09,0.99,1,1,0x0000,success,,0.0
45,1,6.0,light-up,266.7,7086,32.21,3.793,11.4,54,2.11,0.93,1,1,0x0000,success,,0.0
45,1,7.0,light-up,290.3,7890,35.87,3.786,11.4,58,2.27,1.04,1,1,0x0000,success,,0.0
45,1,8.0,light-up,312.8,8648,39.31,3.792,11.4,62,2.43,1.04,1,1,0x0000,success,,0.0
45,1,9.0,light-up,334.6,9362,42.55,3.806,11.4,69,2.71,1.1,1,1,0x0000,success,,0.0
45,1,10.0,light-up,355.6,10034,45.61,3.805,11.4,73,2.88,1.14,1,1,0x0000,success,,0.0
45,1,11.0,light-up,376.0,10666,48.48,3.81,11.4,76,2.98,1.09,1,1,0x0000,success,,0.0
45,1,12.0,light-up,395.8,11262,51.19,3.798,11.4,82,3.21,1.18,1,1,0x0000,success,,0.0
45,1,13.0,acceleration,415.2,11824,53.74,3.812,11.4,84,3.29,1.13,1,1,0x0000,success,,0.0
45,1,14.0,acceleration,434.1,12352,56.15,3.806,11.4,89,3.49,1.28,1,1,0x0000,success,,0.0
45,1,15.0,acceleration,452.6,12850,58.41,3.801,11.4,95,3.71,1.27,1,1,0x0000,success,,0.0
45,1,16.0,acceleration,470.7,13319,60.54,3.82,11.4,99,3.9,1.3,1,1,0x0000,success,,0.0
45,1,17.0,acceleration,488.5,13760,62.55,3.813,11.4,100,3.93,1.24,1,1,0x0000,success,,0.0
45,1,18.0,acceleration,506.0,14176,64.44,3.807,11.4,108,4.24,1.35,1,1,0x0000,success,,0.0
45,1,19.0,acceleration,523.2,14568,66.22,3.825,11.4,113,4.43,1.33,1,1,0x0000,success,,0.0
45,1,20.0,acceleration,540.1,14936,67.89,3.826,11.4,116,4.57,1.38,1,1,0x0000,success,,0.0
45,1,21.0,acceleration,556.8,15284,69.47,3.822,11.4,121,4.73,1.39,1,1,0x0000,success,,0.0
45,1,22.0,acceleration,573.3,15611,70.96,3.831,11.4,125,4.88,1.5,1,1,0x0000,success,,0.0
45,1,23.0,acceleration,589.5,15919,72.36,3.825,11.4,130,5.08,1.45,1,1,0x0000,success,,0.0
45,1,24.0,acceleration,605.5,16209,73.68,3.82,11.4,133,5.2,1.45,1,1,0x0000,success,,0.0
45,1,25.0,acceleration,621.3,16482,74.92,3.827,11.4,137,5.38,1.6,1,1,0x0000,success,,0.0
45,1,26.0,self-sustaining,636.9,16739,76.09,3.833,11.4,141,5.54,1.57,1,1,0x0000,success,,0.0
45,1,27.0,self-sustaining,652.4,16982,77.19,3.84,11.4,146,5.71,1.59,1,1,0x0000,success,,0.0
45,1,28.0,self-sustaining,667.7,17210,78.23,3.838,11.4,147,5.76,1.65,1,1,0x0000,success,,0.0
45,1,29.0,self-sustaining,682.8,17425,79.2,3.831,11.4,153,6.0,1.71,1,1,0x0000,success,,0.0
45,1,30.0,self-sustaining,697.7,17627,80.12,3.84,11.4,155,6.09,1.73,1,1,0x0000,success,,0.0
45,1,31.0,self-sustaining,712.5,17818,80.99,3.852,11.4,159,6.25,1.79,1,1,0x0000,success,,0.0
45,1,32.0,self-sustaining,727.2,17997,81.81,3.849,11.4,163,6.41,1.71,1,1,0x0000,success,,0.0
45,1,33.0,self-sustaining,741.7,18166,82.57,3.84,11.4,171,6.7,1.79,1,1,0x0000,success,,0.0
45,1,34.0,self-sustaining,756.1,18325,83.3,3.855,11.4,171,6.72,1.77,1,1,0x0000,success,,0.0
45,1,35.0,self-sustaining,770.4,18475,83.98,3.84,11.4,178,7.0,1.9,1,1,0x0000,success,,0.0
45,1,36.0,self-sustaining,784.5,18617,84.62,3.862,11.4,183,7.17,1.94,1,1,0x0000,success,,0.0
45,1,37.0,self-sustaining,798.6,18750,85.23,3.852,11.4,188,7.37,1.9,1,1,0x0000,success,,0.0
45,1,38.0,self-sustaining,812.5,18875,85.79,3.856,11.4,191,7.5,1.9,1,1,0x0000,success,,0.0
45,1,39.0,self-sustaining,826.3,18993,86.33,3.867,11.4,194,7.59,2.02,1,1,0x0000,success,,0.0
45,1,40.0,self-sustaining,840.0,19104,86.84,3.854,11.4,198,7.77,1.94,1,1,0x0000,success,,0.0
45,2,40.0,cranking,60.0,1100,5.0,3.788,14.1,32,1.25,0.8,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,41.0,cranking,119.0,2253,10.24,3.782,14.1,37,1.44,0.89,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,42.0,cranking,155.8,3339,15.18,3.788,14.1,42,1.64,0.88,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,43.0,cranking,187.3,4362,19.83,3.781,14.1,47,1.86,0.89,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,44.0,cranking,215.6,5325,24.2,3.786,14.1,54,2.13,0.95,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,45.0,cranking,242.0,6232,28.33,3.781,14.1,56,2.18,0.91,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,46.0,light-up,266.7,7086,32.21,3.786,14.1,63,2.48,0.99,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,47.0,light-up,290.3,7890,35.86,3.794,14.1,68,2.68,1.06,1,1,0x0008,degraded,fuel-overshoot,0.33
45,2,48.0,light-up,312.8,8648,39.31,3.797,14.1,72,2.82,1.0,1,1,0x0008,degraded,fuel-overshoot,0.33
