flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
22,1,0.0,cranking,60.0,1100,5.0,3.771,12.3,33,1.3,0.84,1,1,0x0000,success,,0.0
22,1,1.0,cranking,119.0,2253,10.24,3.787,12.3,32,1.27,0.83,1,1,0x0000,success,,0.0
22,1,2.0,cranking,155.8,3339,15.18,3.78,12.3,39,1.51,0.79,1,1,0x0000,success,,0.0
22,1,3.0,cranking,187.2,4362,19.83,3.778,12.3,45,1.78,0.89,1,1,0x0000,success,,0.0
22,1,4.0,cranking,215.6,5325,24.2,3.787,12.3,47,1.86,0.97,1,1,0x0000,success,,0.0
22,1,5.0,cranking,241.9,6232,28.33,3.79,12.3,51,1.99,1.0,1,1,0x0000,success,,0.0
22,1,6.0,light-up,266.7,7086,32.21,3.796,12.3,56,2.2,1.03,1,1,0x0000,success,,0.0
22,1,7.0,light-up,290.3,7890,35.87,3.787,12.3,58,2.26,1.06,1,1,0x0000,success,,0.0
22,1,8.0,light-up,312.8,8648,39.31,3.803,12.3,63,2.49,1.09,1,1,0x0000,success,,0.0
22,1,9.0,light-up,334.6,9362,42.55,3.796,12.3,68,2.69,1.11,1,1,0x0000,success,,0.0
22,1,10.0,light-up,355.6,10034,45.61,3.796,12.3,71,2.78,1.15,1,1,0x0000,success,,0.0
22,1,11.0,light-up,376.0,10666,48.48,3.794,12.3,75,2.93,1.12,1,1,0x0000,success,,0.0
22,1,12.0,light-up,395.8,11262,51.19,3.811,12.3,82,3.22,1.22,1,1,0x0000,success,,0.0
22,1,13.0,acceleration,415.2,11824,53.74,3.813,12.3,87,3.41,1.19,1,1,0x0000,success,,0.0
22,1,14.0,acceleration,434.1,12352,56.15,3.816,12.3,92,3.59,1.25,1,1,0x0000,success,,0.0
22,1,15.0,acceleration,452.6,12850,58.41,3.82,12.3,96,3.77,1.31,1,1,0x0000,success,,0.0
