flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
11,1,0.0,cranking,60.0,1100,5.0,3.771,11.3,31,1.22,0.75,1,1,0x0000,success,,0.0
11,1,1.0,cranking,119.0,2253,10.24,3.786,11.3,33,1.28,0.78,1,1,0x0000,success,,0.0
11,1,2.0,cranking,155.8,3339,15.18,3.79,11.3,38,1.48,0.84,1,1,0x0000,success,,0.0
11,1,3.0,cranking,187.2,4362,19.83,3.788,11.3,45,1.77,0.83,1,1,0x0000,success,,0.0
11,1,4.0,cranking,215.6,5325,24.2,3.795,11.3,50,1.96,0.99,1,1,0x0000,success,,0.0
11,1,5.0,cranking,241.9,6232,28.33,3.784,11.3,50,1.98,1.02,1,1,0x0000,success,,0.0
11,1,6.0,light-up,266.7,7086,32.21,3.787,11.3,55,2.17,1.02,1,1,0x0000,success,,0.0
11,1,7.0,light-up,290.3,7890,35.87,3.786,11.3,62,2.43,0.96,1,1,0x0000,success,,0.0
11,1,8.0,light-up,312.8,8648,39.31,3.803,11.3,62,2.45,0.97,1,1,0x0000,success,,0.0
11,1,9.0,light-up,334.6,9362,42.55,3.801,11.3,71,2.77,1.05,1,1,0x0000,success,,0.0
11,1,10.0,light-up,355.6,10034,45.61,3.792,11.3,72,2.82,1.07,1,1,0x0000,success,,0.0
11,1,11.0,light-up,376.0,10666,48.48,3.799,11.3,76,2.97,1.14,1,1,0x0000,success,,0.0
11,1,12.0,light-up,395.8,11262,51.19,3.807,11.3,79,3.12,1.12,1,1,0x0000,success,,0.0
11,1,13.0,acceleration,415.2,11824,53.74,3.81,11.3,83,3.27,1.2,1,1,0x0000,success,,0.0
11,1,14.0,acceleration,434.1,12352,56.15,3.803,11.3,89,3.49,1.22,1,1,0x0000,success,,0.0
11,1,15.0,acceleration,452.6,12850,58.41,3.814,11.3,93,3.63,1.23,1,1,0x0000,success,,0.0
11,1,16.0,acceleration,470.7,13319,60.54,3.805,11.3,95,3.74,1.23,1,1,0x0000,success,,0.0
11,1,17.0,acceleration,488.5,13760,62.55,3.818,11.3,103,4.05,1.32,1,1,0x0000,success,,0.0
11,1,18.0,acceleration,506.0,14176,64.44,3.813,11.3,107,4.19,1.38,1,1,0x0000,success,,0.0
11,1,19.0,acceleration,523.2,14568,66.22,3.811,11.3,110,4.33,1.41,1,1,0x0000,success,,0.0
11,1,20.0,acceleration,540.1,14936,67.89,3.829,11.3,115,4.5,1.37,1,1,0x0000,success,,0.0
11,1,21.0,acceleration,556.8,15284,69.47,3.83,11.3,120,4.7,1.43,1,1,0x0000,success,,0.0
11,1,22.0,acceleration,573.3,15611,70.96,3.814,11.3,125,4.89,1.42,1,1,0x0000,success,,0.0
11,1,23.0,acceleration,589.5,15919,72.36,3.831,11.3,126,4.92,1.5,1,1,0x0000,success,,0.0
11,1,24.0,acceleration,605.5,16209,73.68,3.823,11.3,133,5.21,1.59,1,1,0x0000,success,,0.0
11,1,25.0,acceleration,621.3,16482,74.92,3.823,11.3,135,5.3,1.54,1,1,0x0000,success,,0.0
11,1,26.0,self-sustaining,636.9,16739,76.09,3.828,11.3,141,5.52,1.64,1,1,0x0000,success,,0.0
11,1,27.0,self-sustaining,652.4,16982,77.19,3.834,11.3,144,5.66,1.59,1,1,0x0000,success,,0.0
11,1,28.0,self-sustaining,667.7,17210,78.23,3.843,11.3,146,5.73,1.58,1,1,0x0000,success,,0.0
11,1,29.0,self-sustaining,682.8,17425,79.2,3.831,11.3,153,5.98,1.68,1,1,0x0000,success,,0.0
11,1,30.0,self-sustaining,697.7,17627,80.12,3.837,11.3,155,6.09,1.69,1,1,0x0000,success,,0.0
11,1,31.0,self-sustaining,712.5,17818,80.99,3.835,11.3,159,6.25,1.69,1,1,0x0000,success,,0.0
11,1,32.0,self-sustaining,727.2,17997,81.81,3.841,11.3,166,6.49,1.73,1,1,0x0000,success,,0.0
11,1,33.0,self-sustaining,741.7,18166,82.57,3.843,11.3,171,6.7,1.81,1,1,0x0000,success,,0.0
11,1,34.0,self-sustaining,756.1,18325,83.3,3.848,11.3,173,6.77,1.88,1,1,0x0000,success,,0.0
11,1,35.0,self-sustaining,770.4,18475,83.98,3.842,11.3,177,6.95,1.91,1,1,0x0000,success,,0.0
11,1,36.0,self-sustaining,784.5,18617,84.62,3.846,11.3,180,7.05,1.83,1,1,0x0000,success,,0.0
11,1,37.0,self-sustaining,798.6,18750,85.23,3.854,11.3,184,7.22,1.89,1,1,0x0000,success,,0.0
11,1,38.0,self-sustaining,812.5,18875,85.79,3.862,11.3,189,7.43,1.99,1,1,0x0000,success,,0.0
11,1,39.0,self-sustaining,826.3,18993,86.33,3.864,11.3,196,7.67,1.91,1,1,0x0000,success,,0.0
11,1,40.0,self-sustaining,840.0,19104,86.84,3.869,11.3,201,7.88,2.02,1,1,0x0000,success,,0.0
11,2,40.0,cranking,60.0,1100,5.0,3.772,11.8,32,1.27,0.78,1,1,0x0000,success,,0.33
11,2,41.0,cranking,119.0,2253,10.24,3.786,11.8,37,1.46,0.86,1,1,0x0000,success,,0.33
11,2,42.0,cranking,155.8,3339,15.18,3.779,11.8,40,1.58,0.8,1,1,0x0000,success,,0.33
11,2,43.0,cranking,187.3,4361,19.82,3.795,11.8,46,1.79,0.91,1,1,0x0000,success,,0.33
11,2,44.0,cranking,215.6,5325,24.2,3.797,11.8,47,1.83,0.98,1,1,0x0000,success,,0.33
11,2,45.0,cranking,242.0,6232,28.33,3.781,11.8,51,2.0,0.97,1,1,0x0000,success,,0.33
11,2,46.0,light-up,266.7,7086,32.21,3.799,11.8,57,2.23,0.92,1,1,0x0000,success,,0.33
11,2,47.0,light-up,290.3,7890,35.86,3.8,11.8,62,2.45,1.01,1,1,0x0000,success,,0.33
11,2,48.0,light-up,312.9,8648,39.31,3.806,11.8,65,2.56,1.1,1,1,0x0000,success,,0.33
11,2,49.0,light-up,334.6,9361,42.55,3.803,11.8,67,2.61,1.0,1,1,0x0000,success,,0.33
11,2,50.0,light-up,355.6,10033,45.6,3.791,11.8,74,2.92,1.06,1,1,0x0000,success,,0.33
11,2,51.0,light-up,376.0,10666,48.48,3.809,11.8,78,3.08,1.17,1,1,0x0000,success,,0.33
11,2,52.0,light-up,395.8,11262,51.19,3.807,11.8,80,3.16,1.09,1,1,0x0000,success,,0.33
11,2,53.0,acceleration,415.2,11823,53.74,3.813,11.8,83,3.27,1.26,1,1,0x0000,success,,0.33
11,2,54.0,acceleration,434.1,12351,56.14,3.81,11.8,90,3.54,1.18,1,1,0x0000,success,,0.33
11,2,55.0,acceleration,452.6,12849,58.4,3.805,11.8,94,3.68,1.27,1,1,0x0000,success,,0.33
11,2,56.0,acceleration,470.8,13318,60.54,3.815,11.8,99,3.88,1.23,1,1,0x0000,success,,0.33
11,2,57.0,acceleration,488.6,13759,62.54,3.805,11.8,104,4.07,1.35,1,1,0x0000,success,,0.33
11,2,58.0,acceleration,506.1,14175,64.43,3.812,11.8,105,4.1,1.41,1,1,0x0000,success,,0.33
11,2,59.0,acceleration,523.3,14567,66.21,3.815,11.8,113,4.43,1.31,1,1,0x0000,success,,0.33
11,2,60.0,acceleration,540.2,14935,67.89,3.829,11.8,113,4.42,1.36,1,1,0x0000,success,,0.33
11,2,61.0,acceleration,556.9,15282,69.47,3.815,11.8,121,4.75,1.37,1,1,0x0000,success,,0.33
11,2,62.0,acceleration,573.4,15610,70.95,3.819,11.8,122,4.8,1.44,1,1,0x0000,success,,0.33
11,2,63.0,acceleration,589.6,15917,72.35,3.823,11.8,129,5.06,1.54,1,1,0x0000,success,,0.33
11,2,64.0,acceleration,605.6,16208,73.67,3.831,11.8,133,5.23,1.59,1,1,0x0000,success,,0.33
11,2,65.0,acceleration,621.4,16481,74.91,3.825,11.8,134,5.27,1.52,1,1,0x0000,success,,0.33
11,2,66.0,self-sustaining,637.0,16738,76.08,3.839,11.8,140,5.49,1.57,1,1,0x0000,success,,0.33
11,2,67.0,self-sustaining,652.5,16980,77.18,3.83,11.8,144,5.64,1.57,1,1,0x0000,success,,0.33
11,2,68.0,self-sustaining,667.8,17208,78.22,3.831,11.8,147,5.75,1.6,1,1,0x0000,success,,0.33
11,2,69.0,self-sustaining,682.9,17423,79.2,3.828,11.8,154,6.06,1.69,1,1,0x0000,success,,0.33
11,2,70.0,self-sustaining,697.8,17625,80.12,3.848,11.8,159,6.22,1.65,1,1,0x0000,success,,0.33
11,2,71.0,self-sustaining,712.6,17816,80.98,3.836,11.8,161,6.32,1.7,1,1,0x0000,success,,0.33
11,2,72.0,self-sustaining,727.3,17995,81.8,3.839,11.8,164,6.42,1.72,1,1,0x0000,success,,0.33
11,2,73.0,self-sustaining,741.8,18164,82.57,3.853,11.8,171,6.69,1.75,1,1,0x0000,success,,0.33
11,2,74.0,self-sustaining,756.2,18324,83.29,3.852,11.8,171,6.72,1.85,1,1,0x0000,success,,0.33
11,2,75.0,self-sustaining,770.5,18473,83.97,3.85,11.8,176,6.92,1.85,1,1,0x0000,success,,0.33
11,2,76.0,self-sustaining,784.7,18615,84.61,3.843,11.8,182,7.14,1.85,1,1,0x0000,success,,0.33
11,2,77.0,self-sustaining,798.7,18748,85.22,3.862,11.8,188,7.35,1.92,1,1,0x0000,success,,0.33
11,2,78.0,self-sustaining,812.6,18873,85.78,3.864,11.8,192,7.55,2.0,1,1,0x0000,success,,0.33
11,2,79.0,self-sustaining,826.4,18991,86.32,3.857,11.8,194,7.61,1.96,1,1,0x0000,success,,0.33
11,2,80.0,self-sustaining,840.1,19102,86.83,3.857,11.8,199,7.78,1.99,1,1,0x0000,success,,0.33
11,3,80.0,cranking,60.0,1100,5.0,3.783,15.1,31,1.21,0.82,1,1,0x0000,success,,0.67
11,3,81.0,cranking,119.0,2253,10.24,3.784,15.1,35,1.37,0.81,1,1,0x0000,success,,0.67
11,3,82.0,cranking,155.8,3339,15.18,3.791,15.1,37,1.45,0.83,1,1,0x0000,success,,0.67
11,3,83.0,cranking,187.3,4361,19.82,3.779,15.1,43,1.7,0.92,1,1,0x0000,success,,0.67
11,3,84.0,cranking,215.7,5324,24.2,3.784,15.1,49,1.91,0.97,1,1,0x0000,success,,0.67
