flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
17,1,0.0,cranking,60.0,1100,5.0,3.773,12.5,30,1.16,0.87,1,1,0x0000,success,,0.0
17,1,1.0,cranking,119.0,2253,10.24,3.785,12.5,35,1.36,0.82,1,1,0x0000,success,,0.0
17,1,2.0,cranking,155.8,3339,15.18,3.79,12.5,40,1.56,0.92,1,1,0x0000,success,,0.0
17,1,3.0,cranking,187.2,4362,19.83,3.777,12.5,41,1.61,0.92,1,1,0x0000,success,,0.0
17,1,4.0,cranking,215.6,5325,24.2,3.797,12.5,47,1.84,0.93,1,1,0x0000,success,,0.0
17,1,5.0,cranking,241.9,6232,28.33,3.789,12.5,52,2.03,0.9,1,1,0x0000,success,,0.0
17,1,6.0,light-up,266.7,7086,32.21,3.79,12.5,56,2.18,1.04,1,1,0x0000,success,,0.0
17,1,7.0,light-up,290.3,7890,35.87,3.79,12.5,59,2.33,0.99,1,1,0x0000,success,,0.0
17,1,8.0,light-up,312.8,8648,39.31,3.805,12.5,66,2.59,0.99,1,1,0x0000,success,,0.0
17,1,9.0,light-up,334.6,9362,42.55,3.799,12.5,71,2.77,1.11,1,1,0x0000,success,,0.0
17,1,10.0,light-up,355.6,10034,45.61,3.801,12.5,75,2.95,1.1,1,1,0x0000,success,,0.0
17,1,11.0,light-up,376.0,10666,48.48,3.795,12.5,78,3.05,1.09,1,1,0x0000,success,,0.0
17,1,12.0,light-up,395.8,11262,51.19,3.794,12.5,80,3.14,1.12,1,1,0x0000,success,,0.0
17,1,13.0,acceleration,415.2,11824,53.74,3.803,12.5,85,3.34,1.13,1,1,0x0000,success,,0.0
17,1,14.0,acceleration,434.1,12352,56.15,3.806,12.5,87,3.41,1.15,1,1,0x0000,success,,0.0
17,1,15.0,acceleration,452.6,12850,58.41,3.814,12.5,94,3.68,1.31,1,1,0x0000,success,,0.0
17,1,16.0,acceleration,470.7,13319,60.54,3.812,12.5,99,3.89,1.27,1,1,0x0000,success,,0.0
17,1,17.0,acceleration,488.5,13760,62.55,3.821,12.5,102,3.99,1.28,1,1,0x0000,success,,0.0
17,1,18.0,acceleration,506.0,14176,64.44,3.825,12.5,105,4.12,1.37,1,1,0x0000,success,,0.0
17,1,19.0,acceleration,523.2,14568,66.22,3.812,12.5,111,4.35,1.3,1,1,0x0000,success,,0.0
17,1,20.0,acceleration,540.1,14936,67.89,3.817,12.5,115,4.51,1.33,1,1,0x0000,success,,0.0
17,1,21.0,acceleration,556.8,15284,69.47,3.824,12.5,117,4.58,1.44,1,1,0x0000,success,,0.0
17,1,22.0,acceleration,573.3,15611,70.96,3.82,12.5,125,4.91,1.48,1,1,0x0000,success,,0.0
17,1,23.0,acceleration,589.5,15919,72.36,3.829,12.5,130,5.09,1.51,1,1,0x0000,success,,0.0
17,1,24.0,acceleration,605.5,16209,73.68,3.823,12.5,132,5.18,1.55,1,1,0x0000,success,,0.0
17,1,25.0,acceleration,621.3,16482,74.92,3.832,12.5,137,5.38,1.5,1,1,0x0000,success,,0.0
17,1,26.0,self-sustaining,636.9,16739,76.09,3.825,12.5,140,5.49,1.61,1,1,0x0000,success,,0.0
17,1,27.0,self-sustaining,652.4,16982,77.19,3.831,12.5,146,5.74,1.65,1,1,0x0000,success,,0.0
17,1,28.0,self-sustaining,667.7,17210,78.23,3.828,12.5,148,5.8,1.65,1,1,0x0000,success,,0.0
17,1,29.0,self-sustaining,682.8,17425,79.2,3.843,12.5,152,5.97,1.6,1,1,0x0000,success,,0.0
17,1,30.0,self-sustaining,697.7,17627,80.12,3.847,12.5,155,6.06,1.65,1,1,0x0000,success,,0.0
17,1,31.0,self-sustaining,712.5,17818,80.99,3.848,12.5,159,6.23,1.76,1,1,0x0000,success,,0.0
17,1,32.0,self-sustaining,727.2,17997,81.81,3.854,12.5,164,6.42,1.75,1,1,0x0000,success,,0.0
17,1,33.0,self-sustaining,741.7,18166,82.57,3.854,12.5,169,6.64,1.78,1,1,0x0000,success,,0.0
17,1,34.0,self-sustaining,756.1,18325,83.3,3.857,12.5,176,6.89,1.83,1,1,0x0000,success,,0.0
17,1,35.0,self-sustaining,770.4,18475,83.98,3.84,12.5,176,6.89,1.78,1,1,0x0000,success,,0.0
17,1,36.0,self-sustaining,784.5,18617,84.62,3.853,12.5,180,7.05,1.86,1,1,0x0000,success,,0.0
17,1,37.0,self-sustaining,798.6,18750,85.23,3.847,12.5,184,7.22,1.87,1,1,0x0000,success,,0.0
17,1,38.0,self-sustaining,812.5,18875,85.79,3.856,12.5,188,7.38,1.98,1,1,0x0000,success,,0.0
17,1,39.0,self-sustaining,826.3,18993,86.33,3.852,12.5,193,7.58,1.94,1,1,0x0000,success,,0.0
17,1,40.0,self-sustaining,840.0,19104,86.84,3.854,12.5,198,7.77,2.03,1,1,0x0000,success,,0.0
17,2,40.0,cranking,60.0,1100,5.0,3.782,12.1,28,1.1,0.82,1,1,0x0000,success,,0.33
17,2,41.0,cranking,119.0,2253,10.24,3.773,12.1,33,1.27,0.8,1,1,0x0000,success,,0.33
17,2,42.0,cranking,155.8,3339,15.18,3.782,12.1,41,1.59,0.85,1,1,0x0000,success,,0.33
17,2,43.0,cranking,187.3,4361,19.82,3.777,12.1,46,1.79,0.94,1,1,0x0000,success,,0.33
17,2,44.0,cranking,215.6,5325,24.2,3.795,12.1,48,1.88,0.87,1,1,0x0000,success,,0.33
17,2,45.0,cranking,242.0,6232,28.33,3.787,12.1,52,2.02,0.89,1,1,0x0000,success,,0.33
17,2,46.0,light-up,266.7,7086,32.21,3.794,12.1,58,2.26,0.98,1,1,0x0000,success,,0.33
17,2,47.0,light-up,290.3,7890,35.86,3.785,12.1,62,2.43,1.05,1,1,0x0000,success,,0.33
17,2,48.0,light-up,312.9,8648,39.31,3.801,12.1,63,2.46,0.99,1,1,0x0000,success,,0.33
17,2,49.0,light-up,334.6,9361,42.55,3.794,12.1,70,2.74,1.14,1,1,0x0000,success,,0.33
17,2,50.0,light-up,355.6,10033,45.6,3.799,12.1,72,2.82,1.16,1,1,0x0000,success,,0.33
17,2,51.0,light-up,376.0,10666,48.48,3.8,12.1,78,3.06,1.19,1,1,0x0000,success,,0.33
17,2,52.0,light-up,395.8,11262,51.19,3.81,12.1,79,3.11,1.17,1,1,0x0000,success,,0.33
17,2,53.0,acceleration,415.2,11823,53.74,3.809,12.1,84,3.29,1.2,1,1,0x0000,success,,0.33
17,2,54.0,acceleration,434.1,12351,56.14,3.814,12.1,89,3.5,1.21,1,1,0x0000,success,,0.33
17,2,55.0,acceleration,452.6,12849,58.4,3.82,12.1,92,3.59,1.18,1,1,0x0000,success,,0.33
17,2,56.0,acceleration,470.8,13318,60.54,3.815,12.1,97,3.8,1.33,1,1,0x0000,success,,0.33
17,2,57.0,acceleration,488.6,13759,62.54,3.812,12.1,104,4.08,1.24,1,1,0x0000,success,,0.33
17,2,58.0,acceleration,506.1,14175,64.43,3.809,12.1,107,4.19,1.27,1,1,0x0000,success,,0.33
17,2,59.0,acceleration,523.3,14567,66.21,3.819,12.1,111,4.37,1.42,1,1,0x0000,success,,0.33
17,2,60.0,acceleration,540.2,14935,67.89,3.828,12.1,116,4.53,1.46,1,1,0x0000,success,,0.33
17,2,61.0,acceleration,556.9,15282,69.47,3.824,12.1,120,4.69,1.38,1,1,0x0000,success,,0.33
17,2,62.0,acceleration,573.4,15610,70.95,3.833,12.1,124,4.86,1.48,1,1,0x0000,success,,0.33
17,2,63.0,acceleration,589.6,15917,72.35,3.83,12.1,128,5.01,1.47,1,1,0x0000,success,,0.33
17,2,64.0,acceleration,605.6,16208,73.67,3.832,12.1,132,5.18,1.5,1,1,0x0000,success,,0.33
17,2,65.0,acceleration,621.4,16481,74.91,3.822,12.1,138,5.41,1.61,1,1,0x0000,success,,0.33
17,2,66.0,self-sustaining,637.0,16738,76.08,3.829,12.1,142,5.58,1.55,1,1,0x0000,success,,0.33
17,2,67.0,self-sustaining,652.5,16980,77.18,3.833,12.1,143,5.61,1.67,1,1,0x0000,success,,0.33
17,2,68.0,self-sustaining,667.8,17208,78.22,3.828,12.1,149,5.83,1.65,1,1,0x0000,success,,0.33
17,2,69.0,self-sustaining,682.9,17423,79.2,3.847,12.1,154,6.02,1.69,1,1,0x0000,success,,0.33
17,2,70.0,self-sustaining,697.8,17625,80.12,3.845,12.1,156,6.11,1.72,1,1,0x0000,success,,0.33
17,2,71.0,self-sustaining,712.6,17816,80.98,3.85,12.1,161,6.3,1.74,1,1,0x0000,success,,0.33
17,2,72.0,self-sustaining,727.3,17995,81.8,3.835,12.1,167,6.56,1.8,1,1,0x0000,success,,0.33
17,2,73.0,self-sustaining,741.8,18164,82.57,3.84,12.1,169,6.62,1.86,1,1,0x0000,success,,0.33
17,2,74.0,self-sustaining,756.2,18324,83.29,3.839,12.1,174,6.81,1.82,1,1,0x0000,success,,0.33
17,2,75.0,self-sustaining,770.5,18473,83.97,3.849,12.1,178,7.0,1.79,1,1,0x0000,success,,0.33
17,2,76.0,self-sustaining,784.7,18615,84.61,3.855,12.1,181,7.09,1.87,1,1,0x0000,success,,0.33
17,2,77.0,self-sustaining,798.7,18748,85.22,3.859,12.1,185,7.26,1.91,1,1,0x0000,success,,0.33
17,2,78.0,self-sustaining,812.6,18873,85.78,3.851,12.1,191,7.5,1.9,1,1,0x0000,success,,0.33
17,2,79.0,self-sustaining,826.4,18991,86.32,3.849,12.1,195,7.64,2.02,1,1,0x0000,success,,0.33
