flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
16,1,0.0,cranking,60.0,1100,5.0,3.783,11.2,33,1.29,0.83,1,1,0x0000,success,,0.0
16,1,1.0,cranking,119.0,2253,10.24,3.774,11.2,35,1.38,0.8,1,1,0x0000,success,,0.0
16,1,2.0,cranking,155.8,3339,15.18,3.778,11.2,41,1.62,0.79,1,1,0x0000,success,,0.0
16,1,3.0,cranking,187.2,4362,19.83,3.795,11.2,43,1.68,0.93,1,1,0x0000,success,,0.0
16,1,4.0,cranking,215.6,5325,24.2,3.79,11.2,49,1.92,0.89,1,1,0x0000,success,,0.0
16,1,5.0,cranking,241.9,6232,28.33,3.781,11.2,53,2.07,0.96,1,1,0x0000,success,,0.0
16,1,6.0,light-up,266.7,7086,32.21,3.786,11.2,56,2.21,0.98,1,1,0x0000,success,,0.0
16,1,7.0,light-up,290.3,7890,35.87,3.789,11.2,58,2.26,1.04,1,1,0x0000,success,,0.0
16,1,8.0,light-up,312.8,8648,39.31,3.793,11.2,64,2.5,1.02,1,1,0x0000,success,,0.0
16,1,9.0,light-up,334.6,9362,42.55,3.796,11.2,70,2.74,1.03,1,1,0x0000,success,,0.0
16,1,10.0,light-up,355.6,10034,45.61,3.802,11.2,72,2.84,1.13,1,1,0x0000,success,,0.0
16,1,11.0,light-up,376.0,10666,48.48,3.806,11.2,79,3.09,1.16,1,1,0x0000,success,,0.0
16,1,12.0,light-up,395.8,11262,51.19,3.795,11.2,79,3.1,1.21,1,1,0x0000,success,,0.0
16,1,13.0,acceleration,415.2,11824,53.74,3.807,11.2,84,3.28,1.23,1,1,0x0000,success,,0.0
16,1,14.0,acceleration,434.1,12352,56.15,3.808,11.2,91,3.56,1.29,1,1,0x0000,success,,0.0
16,1,15.0,acceleration,452.6,12850,58.41,3.813,11.2,93,3.66,1.29,1,1,0x0000,success,,0.0
16,1,16.0,acceleration,470.7,13319,60.54,3.814,11.2,98,3.84,1.23,1,1,0x0000,success,,0.0
16,1,17.0,acceleration,488.5,13760,62.55,3.811,11.2,102,4.0,1.37,1,1,0x0000,success,,0.0
16,1,18.0,acceleration,506.0,14176,64.44,3.824,11.2,105,4.1,1.34,1,1,0x0000,success,,0.0
16,1,19.0,acceleration,523.2,14568,66.22,3.81,11.2,110,4.33,1.33,1,1,0x0000,success,,0.0
16,1,20.0,acceleration,540.1,14936,67.89,3.829,11.2,113,4.42,1.45,1,1,0x0000,success,,0.0
16,1,21.0,acceleration,556.8,15284,69.47,3.813,11.2,120,4.71,1.46,1,1,0x0000,success,,0.0
16,1,22.0,acceleration,573.3,15611,70.96,3.817,11.2,121,4.75,1.5,1,1,0x0000,success,,0.0
16,1,23.0,acceleration,589.5,15919,72.36,3.829,11.2,128,5.03,1.45,1,1,0x0000,success,,0.0
16,1,24.0,acceleration,605.5,16209,73.68,3.832,11.2,134,5.25,1.54,1,1,0x0000,success,,0.0
16,1,25.0,acceleration,621.3,16482,74.92,3.829,11.2,138,5.39,1.51,1,1,0x0000,success,,0.0
16,1,26.0,self-sustaining,636.9,16739,76.09,3.827,11.2,139,5.46,1.57,1,1,0x0000,success,,0.0
16,1,27.0,self-sustaining,652.4,16982,77.19,3.844,11.2,145,5.68,1.56,1,1,0x0000,success,,0.0
