flight_id,cycle_number,elapsed_time_sec,start_phase,jet_pipe_temp_degC,gas_gen_speed_rpm,gas_gen_speed_pct,compressor_pressure_ratio,ambient_temp_degC,fuel_valve_steps,fuel_flow_kg_per_hr,vibration_mm_per_sec,secu_processor_ok,built_in_test_pass,mil_1553b_status_word,cycle_status,fault_type,flight_hour_elapsed
48,1,0.0,cranking,60.0,1100,5.0,3.79,12.3,28,1.11,0.73,1,0,0x0000,aborted,compressor-stall,0.0
48,1,1.0,cranking,119.0,2253,10.24,3.772,12.3,36,1.41,0.8,1,0,0x0000,aborted,compressor-stall,0.0
48,1,2.0,cranking,155.8,3339,15.18,3.779,12.3,40,1.58,0.87,1,0,0x0000,aborted,compressor-stall,0.0
48,1,3.0,cranking,187.2,4362,19.83,3.785,12.3,42,1.63,0.94,1,0,0x0000,aborted,compressor-stall,0.0
48,1,4.0,cranking,215.6,5325,24.2,3.785,12.3,48,1.87,0.97,1,0,0x0000,aborted,compressor-stall,0.0
48,1,5.0,cranking,241.9,6232,28.33,3.781,12.3,49,1.93,0.92,1,0,0x0000,aborted,compressor-stall,0.0
48,1,6.0,light-up,266.7,7086,32.21,3.797,12.3,58,2.28,1.04,1,0,0x0000,aborted,compressor-stall,0.0
48,1,7.0,light-up,290.3,7890,35.87,3.794,12.3,60,2.37,0.94,1,0,0x0000,aborted,compressor-stall,0.0
48,1,8.0,light-up,312.8,8648,39.31,3.791,12.3,65,2.54,0.99,1,0,0x0000,aborted,compressor-stall,0.0
48,1,9.0,light-up,334.6,9362,42.55,3.788,12.3,67,2.64,1.1,1,0,0x0000,aborted,compressor-stall,0.0
48,1,10.0,light-up,355.6,10034,45.61,3.792,12.3,71,2.77,1.05,1,0,0x0000,aborted,compressor-stall,0.0
48,1,11.0,light-up,376.0,10666,48.48,3.802,12.3,75,2.94,1.09,1,0,0x0000,aborted,compressor-stall,0.0
48,1,12.0,light-up,395.8,11262,51.19,3.804,12.3,82,3.21,1.23,1,0,0x0000,aborted,compressor-stall,0.0
48,1,13.0,acceleration,415.2,11824,53.74,3.798,12.3,86,3.38,1.16,1,0,0x0000,aborted,compressor-stall,0.0
48,1,14.0,acceleration,434.1,6794,30.88,3.199,12.3,92,3.59,5.28,1,0,0x0000,aborted,compressor-stall,0.0
48,1,15.0,acceleration,452.6,7067,32.12,3.21,12.3,95,3.73,5.22,1,0,0x0000,aborted,compressor-stall,0.0
48,1,16.0,acceleration,470.7,7325,33.3,3.208,12.3,97,3.81,5.25,1,0,0x0000,aborted,compressor-stall,0.0
48,1,17.0,acceleration,488.5,7568,34.4,3.211,12.3,102,4.01,5.36,1,0,0x0000,aborted,compressor-stall,0.0
48,1,18.0,acceleration,506.0,7797,35.44,3.216,12.3,105,4.12,5.38,1,0,0x0000,aborted,compressor-stall,0.0
48,1,19.0,acceleration,523.2,8012,36.42,3.215,12.3,113,4.43,5.43,1,0,0x0000,aborted,compressor-stall,0.0
48,2,19.0,cranking,60.0,1100,5.0,3.776,11.8,31,1.22,0.82,1,1,0x0000,success,,0.33
48,2,20.0,cranking,119.0,2253,10.24,3.772,11.8,37,1.44,0.76,1,1,0x0000,success,,0.33
